"zip","city","county","state","pop"
"93660","San Joaquin","Fresno","CA",4228
"95236","Linden","San Joaquin","CA",4223
"93235","Ivanhoe","Tulare","CA",4198
"95045","San Juan Bautista","San Benito","CA",4181
"95655","Mather","Sacramento","CA",4178
"93953","Pebble Beach","Monterey","CA",4117
"93451","San Miguel","San Luis Obispo","CA",4089
"95917","Biggs","Butte","CA",4030
"94129","San Francisco","San Francisco","CA",3994
"93602","Auberry","Fresno","CA",3967
"95614","Cool","El Dorado","CA",3961
"95004","Aromas","Monterey","CA",3956
"96093","Weaverville","Trinity","CA",3955
"96073","Palo Cedro","Shasta","CA",3939
"90704","Avalon","Los Angeles","CA",3922
"96055","Los Molinos","Tehama","CA",3914
"94304","Palo Alto","Santa Clara","CA",3902
"91708","Chino","San Bernardino","CA",3892
"95258","Woodbridge","San Joaquin","CA",3881
"90089","Los Angeles","Los Angeles","CA",3862
"94535","Travis Afb","Solano","CA",3857
"95633","Garden Valley","El Dorado","CA",3857
"95383","Twain Harte","Tuolumne","CA",3828
"93202","Armona","Kings","CA",3777
"95546","Hoopa","Humboldt","CA",3768
"93675","Squaw Valley","Fresno","CA",3759
"95423","Clearlake Oaks","Lake","CA",3757
"96035","Gerber","Tehama","CA",3731
"95623","El Dorado","El Dorado","CA",3730
"90010","Los Angeles","Los Angeles","CA",3702
"93523","Edwards","Kern","CA",3700
"94038","Moss Beach","San Mateo","CA",3687
"95053","Santa Clara","Santa Clara","CA",3678
"92140","San Diego","San Diego","CA",3669
"94111","San Francisco","San Francisco","CA",3620
"95379","Tuolumne","Tuolumne","CA",3586
"93242","Laton","Fresno","CA",3541
"95237","Lockeford","San Joaquin","CA",3531
"93650","Fresno","Fresno","CA",3477
"95634","Georgetown","El Dorado","CA",3445
"95562","Rio Dell","Humboldt","CA",3422
"94964","San Quentin","Marin","CA",3418
"92230","Cabazon","Riverside","CA",3406
"96143","Kings Beach","Placer","CA",3391
"95684","Somerset","El Dorado","CA",3384
"93437","Lompoc","Santa Barbara","CA",3379
"93921","Carmel","Monterey","CA",3379
"95321","Groveland","Tuolumne","CA",3337
"96137","Westwood","Lassen","CA",3336
"95457","Lower Lake","Lake","CA",3330
"96114","Janesville","Lassen","CA",3316
"92256","Morongo Valley","San Bernardino","CA",3282
"91330","Northridge","Los Angeles","CA",3273
"93265","Springville","Tulare","CA",3271
"95982","Sutter","Sutter","CA",3229
"92661","Newport Beach","Orange","CA",3225
"95442","Glen Ellen","Sonoma","CA",3136
"93066","Somis","Ventura","CA",3112
"94525","Crockett","Contra Costa","CA",3094
"94599","Yountville","Napa","CA",3078
"94130","San Francisco","San Francisco","CA",3064
"96122","Portola","Plumas","CA",3044
"92536","Aguanga","Riverside","CA",3028
"95458","Lucerne","Lake","CA",3019
"94720","Berkeley","Alameda","CA",2971
"93643","North Fork","Madera","CA",2960
"93453","Santa Margarita","San Luis Obispo","CA",2953
"93430","Cayucos","San Luis Obispo","CA",2947
"90021","Los Angeles","Los Angeles","CA",2922
"95536","Ferndale","Humboldt","CA",2898
"93532","Lake Hughes","Los Angeles","CA",2871
"95223","Arnold","Calaveras","CA",2860
"92281","Westmorland","Imperial","CA",2859
"96041","Hayfork","Trinity","CA",2797
"92365","Newberry Springs","San Bernardino","CA",2792
"95951","Hamilton City","Glenn","CA",2788
"90058","Los Angeles","Los Angeles","CA",2758
"93252","Maricopa","Kern","CA",2738
"93261","Richgrove","Tulare","CA",2715
"94037","Montara","San Mateo","CA",2692
"95485","Upper Lake","Lake","CA",2688
"95329","La Grange","Stanislaus","CA",2685
"93616","Del Rey","Fresno","CA",2664
"95918","Browns Valley","Yuba","CA",2643
"92662","Newport Beach","Orange","CA",2606
"95663","Penryn","Placer","CA",2602
"95428","Covelo","Mendocino","CA",2563
"95464","Nice","Lake","CA",2538
"96032","Fort Jones","Siskiyou","CA",2510
"92391","Twin Peaks","San Bernardino","CA",2479
"95333","Le Grand","Merced","CA",2479
"92549","Idyllwild","Riverside","CA",2464
"92275","Salton City","Imperial","CA",2456
"95461","Middletown","Lake","CA",2440
"93271","Three Rivers","Tulare","CA",2432
"96027","Etna","Siskiyou","CA",2416
"93667","Tollhouse","Fresno","CA",2415
"92004","Borrego Springs","San Diego","CA",2414
"92145","San Diego","San Diego","CA",2389
"91962","Pine Valley","San Diego","CA",2378
"92061","Pauma Valley","San Diego","CA",2376
"95669","Plymouth","Amador","CA",2348
"93283","Weldon","Kern","CA",2343
"93516","Boron","Kern","CA",2335
"90067","Los Angeles","Los Angeles","CA",2314
"95460","Mendocino","Mendocino","CA",2277
"95570","Trinidad","Humboldt","CA",2274
"96020","Chester","Plumas","CA",2242
"92036","Julian","San Diego","CA",2221
"95445","Gualala","Mendocino","CA",2201
"95454","Laytonville","Mendocino","CA",2198
"95372","Soulsbyville","Tuolumne","CA",2164
"93925","Chualar","Monterey","CA",2155
"92676","Silverado","Orange","CA",2154
"96145","Tahoe City","Placer","CA",2151
"95002","Alviso","Santa Clara","CA",2146
"92285","Landers","San Bernardino","CA",2142
"92386","Sugarloaf","San Bernardino","CA",2140
"95690","Walnut Grove","Sacramento","CA",2122
"95638","Herald","Sacramento","CA",2121
"95465","Occidental","Sonoma","CA",2104
"92398","Yermo","San Bernardino","CA",2098
"93249","Lost Hills","Kern","CA",2088
"93285","Wofford Heights","Kern","CA",2085
"93258","Porterville","Tulare","CA",2075
"95542","Garberville","Humboldt","CA",2072
"95567","Smith River","Del Norte","CA",2066
"95441","Geyserville","Sonoma","CA",2053
"95469","Potter Valley","Mendocino","CA",2015
"94511","Bethel Island","Contra Costa","CA",2010
"93040","Piru","Ventura","CA",2007
"95947","Greenville","Plumas","CA",2005
"95310","Columbia","Tuolumne","CA",1995
"93626","Friant","Fresno","CA",1983
"93206","Buttonwillow","Kern","CA",1970
"91916","Descanso","San Diego","CA",1962
"96025","Dunsmuir","Siskiyou","CA",1957
"96113","Herlong","Lassen","CA",1957
"95113","San Jose","Santa Clara","CA",1939
"93243","Lebec","Kern","CA",1938
"92401","San Bernardino","San Bernardino","CA",1929
"96134","Tulelake","Siskiyou","CA",1918
"93651","Prather","Fresno","CA",1915
"93545","Lone Pine","Inyo","CA",1899
"95245","Mokelumne Hill","Calaveras","CA",1851
"90263","Malibu","Los Angeles","CA",1846
"96118","Loyalton","Sierra","CA",1808
"93553","Pearblossom","Los Angeles","CA",1781
"95374","Stevinson","Merced","CA",1758
"93601","Ahwahnee","Madera","CA",1726
"95524","Bayside","Humboldt","CA",1724
"93562","Trona","San Bernardino","CA",1723
"92273","Seeley","Imperial","CA",1704
"95689","Volcano","Amador","CA",1698
"92283","Winterhaven","Imperial","CA",1694
"93513","Big Pine","Inyo","CA",1692
"95421","Cazadero","Sonoma","CA",1681
"95346","Mi Wuk Village","Tuolumne","CA",1661
"95449","Hopland","Mendocino","CA",1656
"95645","Knights Landing","Yolo","CA",1652
"95311","Coulterville","Mariposa","CA",1649
"93440","Los Alamos","Santa Barbara","CA",1648
"95903","Beale Afb","Yuba","CA",1630
"95211","Stockton","San Joaquin","CA",1629
"93527","Inyokern","Kern","CA",1618
"95977","Smartville","Yuba","CA",1617
"93426","Bradley","Monterey","CA",1604
"95664","Pilot Hill","El Dorado","CA",1589
"95975","Rough And Ready","Nevada","CA",1584
"96056","Mcarthur","Shasta","CA",1572
"95573","Willow Creek","Humboldt","CA",1554
"95641","Isleton","Sacramento","CA",1548
"92086","Warner Springs","San Diego","CA",1544
"95319","Empire","Stanislaus","CA",1529
"93239","Kettleman City","Kings","CA",1520
"95528","Carlotta","Humboldt","CA",1493
"96052","Lewiston","Trinity","CA",1493
"93222","Frazier Park","Kern","CA",1481
"91905","Boulevard","San Diego","CA",1478
"95560","Redway","Humboldt","CA",1466
"94514","Byron","Contra Costa","CA",1461
"92059","Pala","San Diego","CA",1456
"93461","Shandon","San Luis Obispo","CA",1451
"96107","Coleville","Mono","CA",1450
"95937","Dunnigan","Yolo","CA",1442
"95955","Maxwell","Colusa","CA",1435
"95525","Blue Lake","Humboldt","CA",1433
"93201","Alpaugh","Tulare","CA",1431
"96103","Blairsden-Graeagle","Plumas","CA",1417
"93266","Stratford","Kings","CA",1406
"95426","Cobb","Lake","CA",1404
"93920","Big Sur","Monterey","CA",1403
"94957","Ross","Marin","CA",1400
"95389","Yosemite National Park","Mariposa","CA",1392
"93205","Bodfish","Kern","CA",1384
"93653","Raymond","Madera","CA",1383
"95551","Loleta","Humboldt","CA",1374
"92282","White Water","Riverside","CA",1373
"96028","Fall River Mills","Shasta","CA",1359
"95255","West Point","Calaveras","CA",1358
"96051","Lakehead","Shasta","CA",1351
"92091","Rancho Santa Fe","San Diego","CA",1343
"94973","Woodacre","Marin","CA",1342
"94020","La Honda","San Mateo","CA",1334
"92257","Niland","Imperial","CA",1332
"96008","Bella Vista","Shasta","CA",1328
"95468","Point Arena","Mendocino","CA",1325
"92242","Earp","San Bernardino","CA",1306
"96057","Mccloud","Siskiyou","CA",1299
"95968","Palermo","Butte","CA",1287
"92561","Mountain Center","Riverside","CA",1278
"95962","Oregon House","Yuba","CA",1278
"95462","Monte Rio","Sonoma","CA",1265
"95415","Boonville","Mendocino","CA",1262
"95313","Crows Landing","Stanislaus","CA",1225
"94956","Point Reyes Station","Marin","CA",1224
"95548","Klamath","Del Norte","CA",1224
"95323","Hickman","Stanislaus","CA",1222
"95916","Berry Creek","Butte","CA",1216
"95686","Thornton","San Joaquin","CA",1209
"95039","Moss Landing","Monterey","CA",1195
"92518","March Air Force Base","Riverside","CA",1186
"92339","Forest Falls","San Bernardino","CA",1185
"95919","Brownsville","Yuba","CA",1182
"93544","Llano","Los Angeles","CA",1181
"93668","Tranquillity","Fresno","CA",1173
"94575","Moraga","Contra Costa","CA",1170
"92321","Cedar Glen","San Bernardino","CA",1166
"95497","The Sea Ranch","Sonoma","CA",1161
"95410","Albion","Mendocino","CA",1159
"95254","Wallace","Calaveras","CA",1151
"95681","Sheridan","Placer","CA",1148
"94924","Bolinas","Marin","CA",1134
"93432","Creston","San Luis Obispo","CA",1125
"96023","Dorris","Siskiyou","CA",1114
"92368","Oro Grande","San Bernardino","CA",1100
"94592","Vallejo","Solano","CA",1087
"95636","Grizzly Flats","El Dorado","CA",1087
"94060","Pescadero","San Mateo","CA",1081
"95612","Clarksburg","Yolo","CA",1078
"95549","Kneeland","Humboldt","CA",1050
"96120","Markleeville","Alpine","CA",1044
"93624","Five Points","Fresno","CA",1041
"95246","Mountain Ranch","Calaveras","CA",1032
"96140","Carnelian Bay","Placer","CA",1019
"93238","Kernville","Kern","CA",1015
"93441","Los Olivos","Santa Barbara","CA",1013
"96062","Millville","Shasta","CA",1007
"91963","Potrero","San Diego","CA",999
"95615","Courtland","Sacramento","CA",999
"95466","Philo","Mendocino","CA",993
"95369","Snelling","Merced","CA",990
"95589","Whitethorn","Humboldt","CA",982
"95547","Hydesville","Humboldt","CA",978
"93518","Caliente","Kern","CA",975
"95452","Kenwood","Sonoma","CA",970
"96146","Olympic Valley","Placer","CA",969
"93666","Sultana","Tulare","CA",952
"93606","Biola","Fresno","CA",949
"93608","Cantua Creek","Fresno","CA",940
"95703","Applegate","Placer","CA",938
"96024","Douglas City","Trinity","CA",933
"96044","Hornbrook","Siskiyou","CA",931
"91917","Dulzura","San Diego","CA",920
"90073","Los Angeles","Los Angeles","CA",916
"95553","Miranda","Humboldt","CA",913
"95674","Rio Oso","Sutter","CA",913
"95943","Glenn","Glenn","CA",908
"96039","Happy Camp","Siskiyou","CA",907
"95317","El Nido","Merced","CA",906
"95830","Sacramento","Sacramento","CA",902
"94586","Sunol","Alameda","CA",899
"95957","Meridian","Sutter","CA",888
"95306","Catheys Valley","Mariposa","CA",882
"93665","South Dos Palos","Merced","CA",875
"93218","Ducor","Tulare","CA",873
"95303","Ballico","Merced","CA",871
"94613","Oakland","Alameda","CA",861
"95659","Nicolaus","Sutter","CA",861
"93254","New Cuyama","Santa Barbara","CA",858
"96047","Igo","Shasta","CA",851
"94923","Bodega Bay","Sonoma","CA",846
"92347","Hinkley","San Bernardino","CA",843
"95227","Clements","San Joaquin","CA",842
"92070","Santa Ysabel","San Diego","CA",829
"96069","Oak Run","Shasta","CA",828
"96038","Grenada","Siskiyou","CA",827
"95960","North San Juan","Nevada","CA",825
"93928","Jolon","Monterey","CA",820
"95651","Lotus","El Dorado","CA",819
"94937","Inverness","Marin","CA",816
"95914","Bangor","Butte","CA",815
"93932","Lockwood","Monterey","CA",810
"95635","Greenwood","El Dorado","CA",807
"96142","Tahoma","El Dorado","CA",807
"93450","San Ardo","Monterey","CA",806
"95701","Alta","Placer","CA",806
"93452","San Simeon","San Luis Obispo","CA",795
"95629","Fiddletown","Amador","CA",795
"94938","Lagunitas","Marin","CA",790
"92358","Lytle Creek","San Bernardino","CA",782
"92258","North Palm Springs","Riverside","CA",778
"93424","Avila Beach","San Luis Obispo","CA",776
"95439","Fulton","Sonoma","CA",774
"95565","Scotia","Humboldt","CA",772
"96109","Doyle","Lassen","CA",758
"95456","Littleriver","Mendocino","CA",754
"95345","Midpines","Mariposa","CA",749
"95668","Pleasant Grove","Sutter","CA",743
"92327","Daggett","San Bernardino","CA",740
"93673","Traver","Tulare","CA",740
"95043","Paicines","San Benito","CA",732
"96096","Whitmore","Shasta","CA",732
"95444","Graton","Sonoma","CA",715
"96048","Junction City","Trinity","CA",713
"95387","Westley","Stanislaus","CA",710
"90742","Sunset Beach","Orange","CA",699
"94567","Pope Valley","Napa","CA",696
"96148","Tahoe Vista","Placer","CA",696
"94946","Nicasio","Marin","CA",694
"91210","Glendale","Los Angeles","CA",689
"94970","Stinson Beach","Marin","CA",689
"92322","Cedarpines Park","San Bernardino","CA",686
"96058","Macdoel","Siskiyou","CA",686
"95007","Brookdale","Santa Cruz","CA",681
"96128","Standish","Lassen","CA",674
"95939","Elk Creek","Glenn","CA",673
"94933","Forest Knolls","Marin","CA",671
"95652","Mcclellan","Sacramento","CA",667
"95543","Gasquet","Del Norte","CA",664
"95552","Mad River","Trinity","CA",659
"95420","Caspar","Mendocino","CA",648
"92135","San Diego","San Diego","CA",646
"91980","Tecate","San Diego","CA",636
"92309","Baker","San Bernardino","CA",633
"93604","Bass Lake","Madera","CA",629
"95942","Forest Ranch","Butte","CA",629
"95556","Orleans","Humboldt","CA",627
"92305","Angelus Oaks","San Bernardino","CA",622
"95459","Manchester","Mendocino","CA",618
"95675","River Pines","Amador","CA",607
"95563","Salyer","Trinity","CA",604
"94922","Bodega","Sonoma","CA",603
"95017","Davenport","Santa Cruz","CA",603
"96104","Cedarville","Modoc","CA",603
"95935","Dobbins","Yuba","CA",602
"96059","Manton","Tehama","CA",599
"92268","Pioneertown","San Bernardino","CA",597
"95230","Farmington","San Joaquin","CA",597
"96087","Shasta","Shasta","CA",589
"95251","Vallecito","Calaveras","CA",582
"96091","Trinity Center","Trinity","CA",578
"92066","Ranchita","San Diego","CA",572
"92678","Trabuco Canyon","Orange","CA",570
"93526","Independence","Inyo","CA",570
"95527","Burnt Ranch","Trinity","CA",570
"95233","Hathaway Pines","Calaveras","CA",567
"95653","Madison","Yolo","CA",563
"93255","Onyx","Kern","CA",556
"92147","San Diego","San Diego","CA",551
"95970","Princeton","Colusa","CA",551
"94104","San Francisco","San Francisco","CA",546
"96015","Canby","Modoc","CA",529
"93517","Bridgeport","Mono","CA",526
"95432","Elk","Mendocino","CA",519
"93529","June Lake","Mono","CA",508
"94548","Knightsen","Contra Costa","CA",501
"96033","French Gulch","Shasta","CA",500
"94963","San Geronimo","Marin","CA",498
"95941","Forbestown","Butte","CA",497
"91931","Guatay","San Diego","CA",496
"96129","Beckwourth","Plumas","CA",496
"92155","San Diego","San Diego","CA",490
"95075","Tres Pinos","San Benito","CA",484
"95585","Leggett","Mendocino","CA",483
"93954","San Lucas","Monterey","CA",472
"95225","Burson","Calaveras","CA",470
"95471","Rio Nido","Sonoma","CA",470
"96084","Round Mountain","Shasta","CA",458
"93067","Summerland","Santa Barbara","CA",454
"95922","Camptonville","Yuba","CA",454
"93224","Fellows","Kern","CA",453
"96090","Tehama","Tehama","CA",445
"95385","Vernalis","San Joaquin","CA",440
"95714","Dutch Flat","Placer","CA",440
"94021","Loma Mar","San Mateo","CA",436
"95257","Wilseyville","Calaveras","CA",433
"95564","Samoa","Humboldt","CA",432
"95979","Stonyford","Colusa","CA",430
"93652","Raisin","Fresno","CA",426
"95558","Petrolia","Humboldt","CA",423
"95697","Yolo","Yolo","CA",420
"96050","Klamath River","Siskiyou","CA",418
"93563","Valyermo","Los Angeles","CA",408
"93664","Shaver Lake","Fresno","CA",408
"95983","Taylorsville","Plumas","CA",403
"95412","Annapolis","Sonoma","CA",402
"93244","Lemon Cove","Tulare","CA",395
"95950","Grimes","Colusa","CA",394
"95417","Branscomb","Mendocino","CA",389
"93531","Keene","Kern","CA",388
"93962","Spreckels","Monterey","CA",385
"96006","Adin","Modoc","CA",380
"96016","Cassel","Shasta","CA",375
"91759","Mt Baldy","Los Angeles","CA",374
"96065","Montgomery Creek","Shasta","CA",359
"92328","Death Valley","Inyo","CA",354
"95041","Mount Hermon","Santa Cruz","CA",353
"96009","Bieber","Lassen","CA",345
"93645","O Neals","Madera","CA",344
"95934","Crescent Mills","Plumas","CA",341
"96054","Lookout","Modoc","CA",339
"95555","Orick","Humboldt","CA",337
"96037","Greenview","Siskiyou","CA",335
"96075","Paynes Creek","Tehama","CA",331
"96124","Calpine","Sierra","CA",329
"95607","Capay","Yolo","CA",327
"95537","Fields Landing","Humboldt","CA",325
"95639","Hood","Sacramento","CA",321
"96117","Litchfield","Lassen","CA",319
"96121","Milford","Lassen","CA",317
"92333","Fawnskin","San Bernardino","CA",316
"93512","Benton","Mono","CA",313
"96086","Seiad Valley","Siskiyou","CA",309
"94528","Diablo","Contra Costa","CA",307
"95837","Sacramento","Sacramento","CA",305
"95312","Cressey","Merced","CA",304
"95450","Jenner","Sonoma","CA",298
"96141","Homewood","Placer","CA",297
"95569","Redcrest","Humboldt","CA",295
"96063","Mineral","Tehama","CA",292
"95511","Alderpoint","Humboldt","CA",290
"95956","Meadow Valley","Plumas","CA",290
"94971","Tomales","Marin","CA",288
"95554","Myers Flat","Humboldt","CA",287
"95920","Butte City","Glenn","CA",285
"92134","San Diego","San Diego","CA",280
"92239","Desert Center","Riverside","CA",274
"95571","Weott","Humboldt","CA",271
"95443","Glenhaven","Lake","CA",270
"95318","El Portal","Mariposa","CA",268
"90743","Surfside","Orange","CA",267
"91934","Jacumba","San Diego","CA",267
"93549","Olancha","Inyo","CA",264
"92378","Rimforest","San Bernardino","CA",263
"96092","Vina","Tehama","CA",254
"95568","Somes Bar","Siskiyou","CA",253
"95488","Westport","Mendocino","CA",251
"95493","Witter Springs","Lake","CA",241
"95606","Brooks","Yolo","CA",240
"93207","California Hot Springs","Tulare","CA",239
"93628","Hume","Fresno","CA",239
"96034","Gazelle","Siskiyou","CA",236
"94940","Marshall","Marin","CA",234
"96133","Topaz","Mono","CA",234
"96135","Vinton","Plumas","CA",230
"93251","Mc Kittrick","Kern","CA",229
"95728","Soda Springs","Nevada","CA",229
"93260","Posey","Tulare","CA",228
"95637","Guinda","Yolo","CA",227
"93541","Lee Vining","Mono","CA",226
"95427","Comptche","Mendocino","CA",222
"94929","Dillon Beach","Marin","CA",219
"95526","Bridgeville","Humboldt","CA",210
"95925","Challenge","Yuba","CA",209
"96106","Clio","Plumas","CA",209
"94569","Port Costa","Contra Costa","CA",205
"92341","Green Valley Lake","San Bernardino","CA",203
"92385","Skyforest","San Bernardino","CA",202
"96112","Fort Bidwell","Modoc","CA",202
"95335","Long Barn","Tuolumne","CA",201
"96076","Platina","Shasta","CA",200
"93641","Miramonte","Fresno","CA",198
"95736","Weimar","Placer","CA",198
"94074","San Gregorio","San Mateo","CA",197
"95431","Eldridge","Sonoma","CA",196
"96029","Flournoy","Tehama","CA",195
"96068","Nubieber","Lassen","CA",193
"95930","Clipper Mills","Butte","CA",191
"95248","Rail Road Flat","Calaveras","CA",189
"93605","Big Creek","Fresno","CA",188
"93627","Helm","Fresno","CA",188
"93276","Tupman","Kern","CA",186
"93043","Port Hueneme Cbc Base","Ventura","CA",184
"96125","Sierra City","Sierra","CA",184
"93603","Badger","Tulare","CA",183
"95595","Zenia","Trinity","CA",182
"93226","Glennville","Kern","CA",180
"95698","Zamora","Yolo","CA",179
"96040","Hat Creek","Shasta","CA",178
"96074","Paskenta","Tehama","CA",174
"93524","Edwards","Kern","CA",168
"95224","Avery","Calaveras","CA",166
"96046","Hyampom","Trinity","CA",165
"93669","Wishon","Madera","CA",164
"95232","Glencoe","Calaveras","CA",164
"95978","Stirling City","Butte","CA",163
"96011","Big Bend","Shasta","CA",162
"96110","Eagleville","Modoc","CA",161
"96116","Likely","Modoc","CA",159
"95463","Navarro","Mendocino","CA",152
"96017","Castella","Shasta","CA",152
"94516","Canyon","Contra Costa","CA",148
"92389","Tecopa","Inyo","CA",146
"96010","Big Bar","Trinity","CA",146
"96014","Callahan","Siskiyou","CA",145
"95601","Amador City","Amador","CA",144
"91046","Verdugo City","Los Angeles","CA",143
"90822","Long Beach","Los Angeles","CA",139
"93528","Johannesburg","Kern","CA",138
"96031","Forks Of Salmon","Siskiyou","CA",136
"94128","San Francisco","San Mateo","CA",135
"94950","Olema","Marin","CA",134
"95494","Yorkville","Mendocino","CA",125
"95429","Dos Rios","Mendocino","CA",124
"93623","Fish Camp","Mariposa","CA",123
"95514","Blocksburg","Humboldt","CA",117
"95140","Mount Hamilton","Santa Clara","CA",115
"96115","Lake City","Modoc","CA",115
"95936","Downieville","Sierra","CA",114
"95234","Holt","San Joaquin","CA",113
"93429","Casmalia","Santa Barbara","CA",111
"92266","Palo Verde","Imperial","CA",108
"93042","Point Mugu Nawc","Ventura","CA",107
"95717","Gold Run","Placer","CA",106
"96126","Sierraville","Sierra","CA",103
"95545","Honeydew","Humboldt","CA",101
"94576","Deer Park","Napa","CA",98
"93287","Woody","Kern","CA",96
"95314","Dardanelle","Tuolumne","CA",95
"92259","Ocotillo","Imperial","CA",94
"93621","Dunlap","Fresno","CA",94
"96111","Floriston","Nevada","CA",94
"96105","Chilcoot","Plumas","CA",93
"96132","Termo","Lassen","CA",93
"92060","Palomar Mountain","San Diego","CA",92
"92332","Essex","San Bernardino","CA",92
"95715","Emigrant Gap","Placer","CA",91
"95604","Auburn","Placer","CA",87
"96049","Redding","Shasta","CA",87
"96085","Scott Bar","Siskiyou","CA",85
"95720","Kyburz","El Dorado","CA",83
"93592","Trona","San Bernardino","CA",77
"95013","Coyote","Santa Clara","CA",77
"95325","Hornitos","Mariposa","CA",77
"95646","Kirkwood","Alpine","CA",76
"95486","Villa Grande","Sonoma","CA",73
"95559","Phillipsville","Humboldt","CA",72
"95550","Korbel","Humboldt","CA",71
"95679","Rumsey","Yolo","CA",71
"95625","Elmira","Solano","CA",67
"95910","Alleghany","Sierra","CA",65
"93554","Randsburg","Kern","CA",64
"95974","Richvale","Butte","CA",64
"93262","Sequoia National Park","Tulare","CA",63
"96119","Madeline","Lassen","CA",59
"93220","Edison","Kern","CA",58
"93522","Darwin","Inyo","CA",56
"96108","Davis Creek","Modoc","CA",56
"95986","Washington","Nevada","CA",53
"95587","Piercy","Mendocino","CA",49
"96071","Old Station","Shasta","CA",49
"93208","Camp Nelson","Tulare","CA",47
"96136","Wendel","Lassen","CA",42
"93558","Red Mountain","San Bernardino","CA",40
"96123","Ravendale","Lassen","CA",38
"95305","Big Oak Flat","Tuolumne","CA",37
"95984","Twain","Plumas","CA",33
"95981","Strawberry Valley","Yuba","CA",32
"94573","Rutherford","Napa","CA",31
"95944","Goodyears Bar","Sierra","CA",29
"95923","Canyondam","Plumas","CA",28
"94972","Valley Ford","Sonoma","CA",23
"93519","Cantil","Kern","CA",22
"92304","Amboy","San Bernardino","CA",21
"93634","Lakeshore","Fresno","CA",21
"95699","Drytown","Amador","CA",20
"95724","Norden","Nevada","CA",20
"92280","Vidal","San Bernardino","CA",19
"96061","Mill Creek","Tehama","CA",19
"94512","Birds Landing","Solano","CA",16
"95226","Campo Seco","Calaveras","CA",16
"91948","Mount Laguna","San Diego","CA",15
"93530","Keeler","Inyo","CA",15
"95721","Echo Lake","El Dorado","CA",15
"95435","Finley","Lake","CA",14
"92384","Shoshone","Inyo","CA",13
"95680","Ryde","Sacramento","CA",10
"95735","Twin Bridges","El Dorado","CA",10
"95430","Duncans Mills","Sonoma","CA",7
"92267","Parker Dam","San Bernardino","CA",5
"95375","Strawberry","Tuolumne","CA",5
"90071","Los Angeles","Los Angeles","CA",0
"90079","Los Angeles","Los Angeles","CA",0
"90095","Los Angeles","Los Angeles","CA",0
"90506","Torrance","Los Angeles","CA",0
"90747","Carson","Los Angeles","CA",0
"90831","Long Beach","Los Angeles","CA",0
"91371","Woodland Hills","Los Angeles","CA",0
"91608","Universal City","Los Angeles","CA",0
"92132","San Diego","San Diego","CA",0
"92222","Bard","Imperial","CA",0
"92338","Ludlow","San Bernardino","CA",0
"92364","Nipton","San Bernardino","CA",0
"93064","Brandeis","Ventura","CA",0
"93410","San Luis Obispo","San Luis Obispo","CA",0
"93633","Kings Canyon National Pk","Tulare","CA",0
"93943","Monterey","Monterey","CA",0
"94850","Richmond","Contra Costa","CA",0
"95250","Sheep Ranch","Calaveras","CA",0
"95364","Pinecrest","Tuolumne","CA",0
"95915","Belden","Plumas","CA",0
"96155","South Lake Tahoe","El Dorado","CA",0